First Name,Last Name,Gender,Imprint,Trade,Additional Print Agent (STC),Title Page Author,Author First Name,Author Last Name,Additional Authors,Title,Alternate Titles,Genre,Year,Total Paratexts,Paratext Title,Paratext Type,Dedicatee,Assumed Dedicatee Gender,Illustration,STC No,Additional Paratexts,Notes,Copy From,Source
Thomas,Chard,Male,"London: Printed by George Eld, for Henry Fetherstone",Bookseller | Editor,Geroge Eld | Henry Fetherstone,,Gervase,Babington,,"The workes of the right reuerend father in God Geruase Babington, late Bishop of worcester containing comfortable notes vpon the fiue bookes of Moses, viz. Genesis, Exodus, Leuiticus, Numbers, Deuteronomie ... as also an exposition vpon [brace] the Creed, [brace] not before published, the Commandements, the Lords Prayer, with a [brace] conference betwixt mans frailtie and faith, and three sermons: with alphabeticall tables of the principall matters of each seuerall worke.",,Religion | Devotional,1615,6,"To the truly noble and vertuous, and worthy of all honors, Willam, Earl of Pembroke and Phillip, Early of Montgomerie (Thomas Chard) | A Table for the Easy finding out of the principall matters contained in this Booke of the Commandements (F.119-20) | A table of the principall matters contayned in this booke (yy2) | A table setting downe alphabetically the principall matters contayned in the bookes of numbers and deutronomie (Ffff) |  A table for the exposition of the lords prayer, fitted for the last edition (a4r) | The contents of the chiefe matters handled in this sermon (A1)",Dedication | Table of Contents,"William Herbert, III Earl of Pembroke | Philip Herbert, IV Earl of Pembroke",,No,1077,TBA,"Chard is the author of dedication but not listed on title page. May have edited the work.| Contains special t.p.'s for the following parts: Comfortable notes vpon the bookes of Numbers and Deuteronomie, with an exposition of the catholike faith, or, the twelue articles of the Apostles Creed, neuer before published -- A verie fruitfull exposition of the Commandements, by way of questions and answers for greater plainnesse -- A profitable exposition of the Lords Prayer, by way of questions and answers for most plainnesse.  Signatures: A6(-A1) B-2Z6 [x]3A2 [x]A2 3A-4E6 4F4, 2A-L6, [a]4 b-o6, 2a-2g6 2h7. (STC)",British Library,EEBO
John,Barnes,Male,London: Printed for John Barnes and are to be sold at the signe of the Pyde-Bull neere Saint Austines gate,Bookseller,,,Pierre,Du Moulin,,"A conference held at Paris betweene Father Gontier a Iesuite, and Doctor Du Moulin seconded by the Lady of Salignac. Together with Doctor Du Moulin his answere to Gontier his letter to the King concerning the subiect of this conference. By Peter Du Moulin Doctor of Diuinitie, and minister of the Word of God in the church of Paris. Translated according to the French copie printed in Paris","A conference held at Paris betweene Father Gontier a Iesuite, and Doctor Du Moulin",,1615,1,"To the very godly and right noble lady, my lady Elizabeth Winwood: Wife to the honorable Sir Ralph Winwood Knight, one of his majesties privy councell, and principall secretary to the state",Dedication,Elizabeth Winwood,Female,No,7319,,,British Library,EEBO
John,Budge,Male,"London: Imprinted for John Budge, and are to be sold at his shoppe at the south dore of Pauls, and at Britaines Burse",Bookseller,George Purslowe,,John,Harrington,,"Epigrams both pleasant and serious, written by that all-worthy knight, Sir Iohn Harrington: and neuer before printed",Epigrams,Epigrams,1615,2,"To the Truly Noble, Vertuous, and Worthy of all Honour, William Earlye of Pembrooke, Knight of the Honourable Order of the Garter (I.B.) | To the Reader",Dedication | To the Reader,"William, earl of Pembroke",Male,No,12775.5,,,Harvard University Library,EEBO
Richard,Meighen,Male,"London: Printed by Tho Creede, for Richard Meighen, and Thomas Jones, and are to be solde at S. Clements Church, without Temple Rowe",Bookseller,Thomas Creede | Thomas Jones,,Henry,Parrot,,"The mastive, or Young-whelpe of the olde-dogge Epigrams and satyrs.",,Poetry | Verse | Epigrams,1615,3,Ad Bibliopolam | Errata,To the Stationer | Errata,,,No,19333,To the Universal Reader (H.P.),Williams conjectures Meighen is the address of Parrot's verse to the printer,The Huntington Library,EEBO
Anonymous,,Male,"London: Printed by W. Stansby for Myles Partrich, and are to be sold at his shop neere Saint Dunstones Church-yard in Fleetstreet",Author,Myles Partrich | William Stansby,,,Anonymous,,"Exchange ware at the second hand viz. Band, Ruffe, and Cuffe, lately out, and now newly dearned up. Or a dialogue, acted in a shew in the famous universitie of Cambridge",,Drama,1615,2,"Ruffe, Cuffe, and Bands complaint against the printer | The owners appeal from M. Printer his false judgement",To the Stationer,,,No,1356,,,Folger Shakespeare Library,EEBO
Andro,Hart,Male,Edinburgh: Printed by Andro Hart,Printer,,,John,Barbour,,"The actes and life of the most victorious conquerour, Robert Bruce, King of Scotland wherein also are contained the martiall deedes of the valliant princes, Edward Bruce, Sir Iames Dowglas, Erle Thomas Randel, Walter Stewart, and sundrie others.",The Book of King Robert Bruce,History,1616,2,The Printers Preface to the Reader | A Table (Ee4r),To the Reader | Table of Contents,,,No,1378,,,British Library,EEBO
Roger,Jackson,Male,London: Printed by J. B. for Roger Jackson and are to be sold at his shop neere Fleete Conduit,Bookseller,John Beale,,T.,G.,Thomas Gainsford,"The rich cabinet furnished with varietie of excellent discriptions, exquisite charracters, witty discourses, and delightfull histories, deuine and morrall. Together with inuectiues against many abuses of the time: digested alphabetically into common places. Wherevnto is annexed the epitome of good manners, exttracted from Mr. Iohn de la Casa, Arch-bishop of Beneuenta.",Galateo,Aphorisms,1616,2,"The printer to the courteous Readers (R. I. ) | An Alphabeticall Table, containing the heades of all the principall matters in this Booke",To the Reader | Table of Contents,,,No,11522,,,The Huntington Library,EEBO
John,Barnes,Male,Missing title page,Bookseller,,,Walter,Baley,Jean Fernel; Jean Riolan,Two treatises concerning the preseruation of eie-sight. The first written by Doctor Baily sometimes of Oxford: the other collected out of those two famous phisicions Fernelius and Riolanus,Two treatises concerning the preseruation of eie-sight,,1616,1,To the reader,To the Reader,,,No,1196,,,British Library,EEBO
John,Beale,Male,London: Printed by Jo. Beale,Printer,,,William,Gourge,,A short catechisme wherein are briefely laid downe the fundamentall principles of Christian religion. Needfull to be knowne of all such as come to the Lords Table. Whereunto is added morning and euening prayer for a family.,A short catechisme,,1616,1,The Printer to the Reader,To the Reader,,,No,12126.5,,,Folger Shakespeare Library,EEBO
Walter,Burre,Male,"London: Printed by Nicholas Okes, for Walter Burre, and are to bee sold at his shop in Paules Church-yard at the signe of the Crane, 1616.",Bookseller,Nicholas Okes,,John,Yakesley,Francis de Sales,"An introduction to a deuout life leading to the way of eternitie. Made by Francis Salis, Bishop of Geneua.",An introduction to a deuout life leading to the way of eternitie.,Devotional,1616,1,The Table of the Chapters,Table of Contents,,,No,11319,,,Cambridge University Library,EEBO
Walter,Burre,Male,"London: Printed by Nicholas Okes, for Walter Burre, and are to bee sold at his shop in Paules Church-yard at the signe of the Crane",Bookseller,Nicholas Okes,,John,Yakesley,Saint Francis de Sales,"An introduction to a deuout life leading to the way of eternitie. Made by Francis Salis, Bishop of Geneua.",An Introduction to Devout Life,Devotional | Translation,1616,4,[presentation to Alice Gamull] | A table of the chapters,Presentation | Table of Contents,Alice Gamull,,No,11319,"A dedicatorie prayer of the author | My deere reader, I beseech thee to reade this preface for thy satisfaction and mine","Only one Folger copy contains the presentation by Burrer | Some pages are misnumbered | From EEBO: ""At least the following appear to be cancels: B4, D9, E12, G5, G12, H10-12, I4, L6, M4, N3, V3, Y4.""",Cambridge Library,EEBO
Francis,Constable,Male,London: Printed by Edward Griffin for Francis Constable dwelling at the white Lyon in Pauls Churchyard,Bookseller,Edward Griffin,,Richard,Carpenter,,"A pastoral charge Faithfully giuen and discharged, at the trienniall visitation of the Lord Bishop of Exon: holden in Barnstaple the seuenth of September, 1616. By Richard Carpenter pastor of Sherwill in Devon.",,Religion | Sermons,1616,1,"To the right reverend Father in God, my very good Lord, William lord Bishop of Exon (F.C.)",Dedication,,,No,4682,,,Bodleian Library,EEBO
Francis,Constable,Male,London: Printed by Edward Griffin for Francis Constable dwelling at the white Lyon in Pauls Churchyard,Bookseller,Edward Griffin,,Richard,Carpenter,,"A pastoral charge Faithfully giuen and discharged, at the trienniall visitation of the Lord Bishop of Exon: holden in Barnstaple the seuenth of September, 1616. By Richard Carpenter pastor of Sherwill in Devon.",,Devotional | Sermons,1616,2,"To the right Reverent Father in God, my very good lord, William Lord Biship of Exon (F.C.)",Dedication,,,No,4682,To the worshipfull Magistrates and all the well affected inhabitants of Barnstaple (Richard Carpenter),,Bodleian Library,EEBO
Edward,Griffin,Male,Oenozphthopolis: At the signe of Red-eyes,Printer,,,Blasius,Multibibus,Richard Brathwaite | William Marshall,"A solemne ioviall disputation, theoreticke and practicke; briefely shadowing the law of drinking together, with the solemnities and controversies occurring: fully and freely discussed according to the civill law. Which, by the permission, priviledge and authority, of that most noble and famous order in the Vniversity of Goddesse Potina; Dionisius Bacchus being then president, chiefe gossipper, and most excellent governour, Blasius Multibibus, aliàs Drinkmuch ... hath publikely expounded to his most approved and improved fellow-pot-shots; touching the houres before noone and after, usuall and lawfull. ... Faithfully rendred according to the originall Latine copie.",,Humor | Drinking | Smoking,1617,5,Upon the Errata's [sic] | The Stationer to the Reader,Errata | To the Reader,,,No,3585,"To my learned, judicious, and most experienced friend, T.C. (Neapolitanus) | To my worthy approved and judicius friendm Alexander Riggby esquire, all generous content (Neapolitanus) | To whomsever, whensoever, or wheresoever","""At least 1 NY-Arents copy has a leaf of letterpress explanation preceding each frontispiece, lacking in most (all other?) copies.""--STC | """"The smoaking age, or, the man in the mist"" has separate dated title page with imprint ""Oenozphthopolis. At the signe of Teare-nose. MDCXVII.""; pagination and register are continuous."" (EEBO)",Cambridge Library,EEBO
Nathan,Newbery,Male,"London: Imprinted by F. K for Nathan Newbery, and are to be sold at S. Peters in Cornhill, and in Popes head Alley",Bookseller,Felix Kingston,,Paul,Baynes,,"A letter written by Mr. Paul Bayne, minister of Gods word, lately deceased. Effectually instructing, and earnestly prouoking to true repentance, loue, and new obedience. Very profitable for euery one that would proceede on in the constant course of a godly life, shewing the way vnto it, and seriously exciting vnto more perfection therein",A Letter Writte by Mr. Paul Bayne,Religion,1617,1,"To the right Worshipfull, Master William Halliday, Alderman and Sheriffe of London, all happines",Dedication,William Holliday,,No,1645,,,"Emmanuel College Library, University of Cambridge",EEBO
Henry,Fitzgeffrey,Male,"London: Printed by Edw All-de, for Miles Patrich, and are to be sold at his shop neare S. Dnnstons-Church in Fleet-street",Author,Edward Allde | Miles Parish,H. F.,Henry,Fitzgeffrey,,Satyres: and satyricall epigrams with certaine observations at Black-Fryers?,,Prose | Epigrams,1617,7,Post-script to his Book-binder | Errors in the printing,To the Stationer | Errata,,,No,10945,"The Author in praise of his owne booke | Of his deare Friend the Author, H. F. | The Author's Answer","Poem to the ""bookbinder"" actually addresses the stationer",British Library,EEBO
John,Budge,Male,London: Printed by G P for John Budge: and are to be sold at his shop in Paules Church-yard at the signe of the Greene Dragon,Bookseller,George Purslowe,,John,Harrington,,"The most elegant and witty epigrams of Sir Iohn Harrington, Knight digested into foure bookes: three whereof neuer before published.",Epigrams,Epigrams,1618,2,"The Epistle to All Readers, that Epigrams must bee read attentively, that Legere & non intellegere, est negligere | To the Right Honorable, George Marques Buckingham, Viscount Villeirs, Baron of Whaddon, Justice in Eyre of all his Majesties Forrests, Parks, and Chases beyond Trent, Master of the Horse to his Majestie, and one of the Gentlemen of his Majesties Bedchamber, Knight of the most Noble order of the Garter, and one of his Majesties most Honourable Privie Councell of England and Scotland (I.B.)",To the Reader | Dedication,"George Villiers, I Duke of Buckingham",Male,No,12776,,,Harvard University Library,EEBO
